        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 Section             | TE image              | 00D8BA4C | 00000424 | 6D3CC3EC | ---- TE image section
 Section             | UI                    | 00D8BE70 | 00000012 | 500315B8 | ---- UI section
 Section             | Version               | 00D8BE84 | 0000000E | 80E5540A | ---- Version section
 File                | Freeform              | 00D8BE98 | 000000A4 | E0D225E7 | --- 3FD1D3A2-99F7-420B-BC69-8BB1D492A332
 Section             | Freeform subtype GUID | 00D8BEB0 | 0000008C | B6FBFD3F | ---- 2EBE0275-6458-4AF9-91ED-D3F4EDB100AA
 File                | PEI module            | 00D8BF40 | 00002FE2 | FC5EB7A1 | --- 838DCF34-907B-4D55-9A4B-A0EF7167B5F4 | NvramPei
 Section             | PEI dependency        | 00D8BF58 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00D8BF70 | 00002F8C | 5C21C51F | ---- TE image section
 Section             | UI                    | 00D8EEFC | 00000016 | A66EA26C | ---- UI section
 Section             | Version               | 00D8EF14 | 0000000E | 4C4F5494 | ---- Version section
 File                | Freeform              | 00D8EF28 | 00000224 | EA431AD1 | --- 0DCA793A-EA96-42D8-BD7B-DC7F684E38C1
 Section             | Freeform subtype GUID | 00D8EF40 | 0000020C | D8D6C416 | ---- 88A15A4F-977D-4682-B17C-DA1F316C1F32
 File                | PEI module            | 00D8F150 | 00003F5E | 52172401 | --- F7FDE4A6-294C-493C-B50F-9734553BB757 | CapsuleX64
 Section             | PEI dependency        | 00D8F168 | 00000006 | 367210DA | ---- PEI dependency section
 Section             | TE image              | 00D8F170 | 00003F14 | 28890E5D | ---- TE image section
 Section             | UI                    | 00D93084 | 0000001A | 06E0C84D | ---- UI section
 Section             | Version               | 00D930A0 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D930B0 | 00000B42 | D00E0DDB | --- 9029F23E-E1EE-40D1-9382-36DD61A63EAA | IT8625PeiInit
 Section             | PEI dependency        | 00D930C8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00D930E0 | 00000AE4 | AED7C602 | ---- TE image section
 Section             | UI                    | 00D93BC4 | 00000020 | 0A16F92A | ---- UI section
 Section             | Version               | 00D93BE4 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D93BF8 | 000002FA | B554CC78 | --- A8F14FA9-FC88-45F4-A622-F06E6C56E632 | FirmwareBootMediaInfoPei
 Section             | PEI dependency        | 00D93C10 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00D93C28 | 00000284 | 0845757D | ---- TE image section
 Section             | UI                    | 00D93EAC | 00000036 | 68B7D9DE | ---- UI section
 Section             | Version               | 00D93EE4 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D93EF8 | 0000072E | 27D85DB4 | --- A20F7425-BC87-47D1-945C-637603323584 | PlatformConfigTool
 Section             | PEI dependency        | 00D93F10 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00D93F28 | 000006C4 | EB98456A | ---- TE image section
 Section             | UI                    | 00D945EC | 0000002A | 377E5AE2 | ---- UI section
 Section             | Version               | 00D94618 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D94628 | 000002CA | DB61457A | --- C7D4BBCF-EB0A-4C91-BD8B-FCA99F28B011 | AmiTxtPei
 Section             | PEI dependency        | 00D94640 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D94668 | 00000264 | B824CBBD | ---- TE image section
 Section             | UI                    | 00D948CC | 00000018 | C0D74010 | ---- UI section
 Section             | Version               | 00D948E4 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D948F8 | 000062DE | 6CE77077 | --- EEEE611D-F78F-4FB9-B868-55907F169280 | PlatformInitPreMem
 Section             | PEI dependency        | 00D94910 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00D94938 | 00006264 | 78DA9FE3 | ---- TE image section
 Section             | UI                    | 00D9AB9C | 0000002A | F1DD768B | ---- UI section
 Section             | Version               | 00D9ABC8 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D9ABD8 | 000008A6 | B049A785 | --- 0E2DAF63-8A4F-4026-A899-DE2D7F46E5EC | TpvPei
 Section             | PEI dependency        | 00D9ABF0 | 00000028 | 6F57C50E | ---- PEI dependency section
 Section             | TE image              | 00D9AC18 | 00000844 | 3799B7FF | ---- TE image section
 Section             | UI                    | 00D9B45C | 00000012 | 91023C19 | ---- UI section
 Section             | Version               | 00D9B470 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00D9B480 | 00010BE2 | 6D5EF487 | --- 56BBC314-B442-4D5A-BA5C-D842DAFDBB24 | PlatformInitAdvancedPreMem
 Section             | PEI dependency        | 00D9B498 | 0000003A | 575278B4 | ---- PEI dependency section
 Section             | TE image              | 00D9B4D4 | 00010B44 | 5003B722 | ---- TE image section
 Section             | UI                    | 00DAC018 | 0000003A | AE8B8410 | ---- UI section
 Section             | Version               | 00DAC054 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DAC068 | 000006CA | 2D4D7599 | --- 9FAAD0FF-0E0C-4885-A738-BAB4E4FA1E66 | FspmWrapperPeim
 Section             | PEI dependency        | 00DAC080 | 0000003A | 5AEEA790 | ---- PEI dependency section
 Section             | TE image              | 00DAC0BC | 00000644 | F0B0487D | ---- TE image section
 Section             | UI                    | 00DAC700 | 00000024 | EBBBF769 | ---- UI section
 Section             | Version               | 00DAC724 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DAC738 | 000003A6 | 879D0EA5 | --- 75862FE4-4FC6-4188-804B-29DC7733178B | StallServicePei
 Section             | PEI dependency        | 00DAC750 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00DAC768 | 00000344 | D58DD466 | ---- TE image section
 Section             | UI                    | 00DACAAC | 00000024 | B4C9DD79 | ---- UI section
 Section             | Version               | 00DACAD0 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DACAE0 | 00001E26 | EF4D5C95 | --- 654FE61A-2EDA-4749-A76A-56ED7ADE1CBE | CmosPei
 Section             | PEI dependency        | 00DACAF8 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00DACB20 | 00001DC4 | CF0E606C | ---- TE image section
 Section             | UI                    | 00DAE8E4 | 00000014 | 72190B3E | ---- UI section
 Section             | Version               | 00DAE8F8 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DAE908 | 0000150E | 00F9147A | --- E03E6451-297A-4FE9-B1F7-639B70327C52 | EnhancePeiVariable
 Section             | PEI dependency        | 00DAE920 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00DAE938 | 000014A4 | 34238A88 | ---- TE image section
 Section             | UI                    | 00DAFDDC | 0000002A | D0789F70 | ---- UI section
 Section             | Version               | 00DAFE08 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DAFE18 | 000003AE | 65C9C5B1 | --- A6AEF1F6-F25A-4082-AF39-2229BCF5A6E1 | AmtStatusCodePei
 Section             | PEI dependency        | 00DAFE30 | 0000003A | 9CA84AF8 | ---- PEI dependency section
 Section             | TE image              | 00DAFE6C | 00000324 | 8F075A21 | ---- TE image section
 Section             | UI                    | 00DB0190 | 00000026 | 41114BA1 | ---- UI section
 Section             | Version               | 00DB01B8 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DB01C8 | 000007C6 | 964779AA | --- 6141E486-7543-4F1A-A579-FF532ED78E75 | ResetSystemPei
 Section             | PEI dependency        | 00DB01E0 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00DB01F8 | 00000764 | 7A335E41 | ---- TE image section
 Section             | UI                    | 00DB095C | 00000022 | D1BD9C20 | ---- UI section
 Section             | Version               | 00DB0980 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DB0990 | 000008FA | 391ED1EE | --- AE265864-CF5D-41A8-913D-71C155E76442 | CpuIoPei
 Section             | PEI dependency        | 00DB09A8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00DB09C0 | 000008A4 | EFCDB31D | ---- TE image section
 Section             | UI                    | 00DB1264 | 00000016 | 7951D398 | ---- UI section
 Section             | Version               | 00DB127C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DB1290 | 000008FE | 320A1C48 | --- 4F1F379F-2A62-48BB-AC34-D3F135C6E2B7 | PcatSingleSegmentPciCfg2Pei
 Section             | PEI dependency        | 00DB12A8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00DB12C0 | 00000884 | 37DB889A | ---- TE image section
 Section             | UI                    | 00DB1B44 | 0000003C | EB97D82A | ---- UI section
 Section             | Version               | 00DB1B80 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DB1B90 | 00003DFA | AB39B9F8 | --- 86D70125-BAA3-4296-A62F-602BEBBB9081 | DxeIpl
 Section             | PEI dependency        | 00DB1BA8 | 0000003A | FB187EEB | ---- PEI dependency section
 Section             | TE image              | 00DB1BE4 | 00003D84 | B9B00D8B | ---- TE image section
 Section             | UI                    | 00DB5968 | 00000012 | 3A14057A | ---- UI section
 Section             | Version               | 00DB597C | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00DB5990 | 0000048E | 7411B212 | --- 8E199D3F-3A74-492B-8CB3-93D668D87D07 | IsRecovery
 Section             | PEI dependency        | 00DB59A8 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00DB59D0 | 00000424 | 08F6E60F | ---- TE image section
 Section             | UI                    | 00DB5DF4 | 0000001A | 90D76F5A | ---- UI section
 Section             | Version               | 00DB5E10 | 0000000E | 80E5540A | ---- Version section
 File                | Freeform              | 00DB5E20 | 0000005A | 3298DA97 | --- 4EA785A4-6BFF-45A2-9D42-BB28C953DDEC | GpioPreMem
 Section             | Raw                   | 00DB5E38 | 00000028 | 1B51F616 | ---- Raw section
 Section             | UI                    | 00DB5E60 | 0000001A | ECEF4FE4 | ---- UI section
 File                | Freeform              | 00DB5E80 | 000001F4 | E95081D2 | --- E8633F36-4B3F-4635-84E5-8ED68BAB5B78 | GpioPostMem
 Section             | Raw                   | 00DB5E98 | 000001C0 | D6CC0CA9 | ---- Raw section
 Section             | UI                    | 00DB6058 | 0000001C | 3113E33E | ---- UI section
 Free space          |                       | 00DB6078 | 00079F88 | 61A9ACF1 | --- Volume free space
 Volume              | FFSv2                 | 00E30000 | 00090000 | 7D345F8F | -- 4409A1B5-8D3E-436C-B424-B0C9F7AF1C9F
 File                | Pad                   | 00E30078 | 00000070 | 773D5C82 | --- Padding file
 File                | Raw                   | 00E300E8 | 00000198 | 297607D6 | --- B52282EE-9B66-44B9-B1CF-7E5040F787C1
 File                | Pad                   | 00E30280 | 00000068 | A8B3B7F4 | --- Padding file
 File                | Raw                   | 00E302E8 | 00000A18 | 90956394 | --- C30FFF4A-10C6-4C0F-A454-FD319BAF6CE6
 File                | Pad                   | 00E30D00 | 000002E8 | A1832CF4 | --- Padding file
 File                | Raw                   | 00E30FE8 | 00042028 | 3286BE2B | --- 17088572-377F-44EF-8F4E-B09FFF46A070
 Intel microcode     |                       | 00E31000 | 0001B800 | 2A595493 | ---- Intel microcode
 Padding             | Empty (FFh)           | 00E4C800 | 00004800 | 4724E1C7 | ---- Padding
 Intel microcode     |                       | 00E51000 | 00018000 | 8E556BEA | ---- Intel microcode
 Padding             | Non-empty             | 00E69000 | 0000A010 | 3F6E437A | ---- Padding
 File                | Pad                   | 00E73010 | 00000058 | 247A233E | --- Padding file
 File                | Raw                   | 00E73068 | 00000418 | 2D4DA156 | --- 7C9A98F8-2B2B-4027-8F16-F7D277D58025
 File                | Pad                   | 00E73480 | 0000CB68 | 5F256FD1 | --- Padding file
 File                | Raw                   | 00E7FFE8 | 00040018 | 9EDAD146 | --- 6520F532-2A27-4195-B331-C0854683E0BA
 Volume              | FFSv2                 | 00EC0000 | 000C0000 | 25806512 | -- AFDD39F1-19D7-4501-A730-CE5A27E1154B
 File                | Freeform              | 00EC0078 | 000008EC | 71E80A00 | --- 4B14BD9E-1112-4DA0-BBF3-6B34CE39E772
 Section             | Raw                   | 00EC0090 | 000008D4 | F816D7D7 | ---- Raw section
 File                | Raw                   | 00EC0968 | 00000198 | 0651C70D | --- B52282EE-9B66-44B9-B1CF-7E5040F787C1
 File                | Pad                   | 00EC0B00 | 000004E8 | FF442D02 | --- Padding file
 File                | Raw                   | 00EC0FE8 | 00042028 | 3286BE2B | --- 17088572-377F-44EF-8F4E-B09FFF46A070
 Intel microcode     |                       | 00EC1000 | 0001B800 | 2A595493 | ---- Intel microcode
 Padding             | Empty (FFh)           | 00EDC800 | 00004800 | 4724E1C7 | ---- Padding
 Intel microcode     |                       | 00EE1000 | 00018000 | 8E556BEA | ---- Intel microcode
 Padding             | Non-empty             | 00EF9000 | 0000A010 | 3F6E437A | ---- Padding
 File                | Pad                   | 00F03010 | 00000058 | 247A233E | --- Padding file
 File                | Raw                   | 00F03068 | 00000A18 | 90956394 | --- C30FFF4A-10C6-4C0F-A454-FD319BAF6CE6
 File                | Pad                   | 00F03A80 | 00000068 | A8B3B7F4 | --- Padding file
 File                | Raw                   | 00F03AE8 | 00000418 | 2D4DA156 | --- 7C9A98F8-2B2B-4027-8F16-F7D277D58025
 File                | Pad                   | 00F03F00 | 0003C0E8 | EA1FB519 | --- Padding file
 File                | Raw                   | 00F3FFE8 | 00040018 | 9EDAD146 | --- 6520F532-2A27-4195-B331-C0854683E0BA
 Volume              | FFSv2                 | 00F80000 | 00040000 | 8A4E73A8 | -- 8487985B-65AD-44D1-BA36-FD65190CEACD
 File                | Freeform              | 00F80078 | 0000004C | 93AB6ECC | --- 1B45CC0A-156A-428A-AF62-49864DA0E6E6 | PEI apriori file
 Section             | Raw                   | 00F80090 | 00000034 | 766DCAF5 | ---- Raw section
 File                | PEI core              | 00F800C8 | 00005FBE | 3A066128 | --- 52C05B14-0B98-496C-BC3B-04B50211D680 | PeiCore
 Section             | TE image              | 00F800E0 | 00005F84 | BEB8F703 | ---- TE image section
 Section             | UI                    | 00F86064 | 00000014 | 018974F6 | ---- UI section
 Section             | Version               | 00F86078 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00F86088 | 0000484E | 6919FAEE | --- 9B3ADA4F-AE56-4C24-8DEA-F03B7558AE50 | PcdPeim
 Section             | Raw                   | 00F860A0 | 00002FD8 | 5497317D | ---- Raw section
 Section             | PEI dependency        | 00F89078 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00F89090 | 00001824 | 6318D247 | ---- TE image section
 Section             | UI                    | 00F8A8B4 | 00000014 | 9618C23A | ---- UI section
 Section             | Version               | 00F8A8C8 | 0000000E | 468A5D8D | ---- Version section
 File                | PEI module            | 00F8A8D8 | 000011A2 | 91E5C7F5 | --- 7EB7126D-C45E-4BD0-9357-7F507C5C9CF9 | RomLayoutPei
 Section             | PEI dependency        | 00F8A8F0 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00F8A908 | 00001144 | E6C3135F | ---- TE image section
 Section             | UI                    | 00F8BA4C | 0000001E | 5EDAF6D5 | ---- UI section
 Section             | Version               | 00F8BA6C | 0000000E | 80E5540A | ---- Version section
 File                | Freeform              | 00F8BA80 | 0000035C | 8B999B1D | --- C91C3C17-FC74-46E5-BDBE-6F486A5A9F3C
 Section             | Freeform subtype GUID | 00F8BA98 | 00000344 | 18266DB4 | ---- 00781CA1-5DE3-405F-ABB8-379C3C076984
 File                | Freeform              | 00F8BDE0 | 0000006C | AF6253B3 | --- 98DB68E0-5AB6-4A48-80C8-EAC6C51180FC
 Section             | Raw                   | 00F8BDF8 | 00000054 | 5F9F7233 | ---- Raw section
 File                | Freeform              | 00F8BE50 | 0000006C | 8802E3D8 | --- CBC91F44-A4BC-4A5B-8696-703451D0B053 | AMI v2 protected ranges hash file
 Section             | Raw                   | 00F8BE68 | 00000054 | 5F9F7233 | ---- Raw section
 File                | PEI module            | 00F8BEC0 | 000007FA | CAB1F158 | --- 28BF2E78-AD2D-4616-ABAD-7644CD7E47C8 | FvBb1Pei
 Section             | PEI dependency        | 00F8BED8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00F8BEF0 | 000007A4 | 540636D3 | ---- TE image section
 Section             | UI                    | 00F8C694 | 00000016 | CE5FFCE2 | ---- UI section
 Section             | Version               | 00F8C6AC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00F8C6C0 | 00003662 | 4A2F230C | --- E9DD7F62-25EC-4F9D-A4AB-AAD20BF59A10 | StatusCodePei
 Section             | PEI dependency        | 00F8C6D8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00F8C6F0 | 00003604 | D434CB22 | ---- TE image section
 Section             | UI                    | 00F8FCF4 | 00000020 | 8D74CA9E | ---- UI section
 Section             | Version               | 00F8FD14 | 0000000E | 80E5540A | ---- Version section
 File                | Raw                   | 00F8FD28 | 00001CB7 | 937DAEB4 | --- 77D3DC50-D42B-4916-AC80-8F469035D150 | NVRAM external defaults
 NVAR entry          | Full                  | 00F8FD40 | 00001C7F | A3EB825E | ---- 4599D26F-1A11-49B8-B91F-858745CFF824 | StdDefaults
 NVAR entry          | Full                  | 00F8FD57 | 00000AFA | 4CC1E7D7 | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | Setup
 NVAR entry          | Full                  | 00F90851 | 0000001E | 94187FA9 | ----- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | PlatformLang
 NVAR entry          | Full                  | 00F9086F | 00000015 | F0B3B0A4 | ----- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | Timeout
 NVAR entry          | Full                  | 00F90884 | 00000069 | C02CEE68 | ----- C811FA38-42C8-4579-A9BB-60E94EDDFB34 | AMITSESetup
 NVAR entry          | Full                  | 00F908ED | 00000264 | B2A1C1FC | ----- B08F97FF-E6E8-4193-A997-5E9E9B0ADB32 | CpuSetup
 NVAR entry          | Full                  | 00F90B51 | 00000459 | 0C968FAC | ----- 72C5E28C-7783-43A1-8767-FAD73FCCAFA4 | SaSetup
 NVAR entry          | Full                  | 00F90FAA | 000006E2 | BA6BED25 | ----- 4570B7F1-ADE8-4943-8DC3-406472842384 | PchSetup
 NVAR entry          | Full                  | 00F9168C | 00000048 | 9A537AC4 | ----- 5432122D-D034-49D2-A6DE-65A829EB4C74 | MeSetup
 NVAR entry          | Full                  | 00F916D4 | 0000002B | 1301B13F | ----- 5432122D-D034-49D2-A6DE-65A829EB4C74 | MeSetupStorage
 NVAR entry          | Full                  | 00F916FF | 0000002B | 1B5023E7 | ----- 64192DCA-D034-49D2-A6DE-65A829EB4C74 | IccAdvancedSetupDataVar
 NVAR entry          | Full                  | 00F9172A | 0000001A | 1BC60B4A | ----- AAF8E719-48F8-4099-A6F7-645FBD694C3D | SiSetup
 NVAR entry          | Full                  | 00F91744 | 0000002C | CB27B574 | ----- DE0A5E74-4E3E-3D96-A440-2C96ECBD3C97 | DebugConfigData
 NVAR entry          | Full                  | 00F91770 | 00000020 | B2FD1A29 | ----- C61C31A3-CB5D-46DD-9FE5-8A82BBC72483 | AmiWrapperSetup
 NVAR entry          | Full                  | 00F91790 | 00000019 | 9517F3B2 | ----- 6B0CC1BC-910F-411E-B6CB-0E314D0BB8C1 | SioSetupData
 NVAR entry          | Full                  | 00F917A9 | 00000047 | 7ACD221A | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | UsbSupport
 NVAR entry          | Full                  | 00F917F0 | 00000023 | F62056C2 | ----- D1405D16-7AFC-4695-BB12-41459D3695A2 | NetworkStackVar
 NVAR entry          | Full                  | 00F91813 | 00000072 | CA89B731 | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | SdioDevConfiguration
 NVAR entry          | Full                  | 00F91885 | 00000022 | 97015D5F | ----- 7B59104A-C00D-4158-87FF-F04D6396A915 | SecureBootSetup
 NVAR entry          | Full                  | 00F918A7 | 00000018 | 4F3FFB92 | ----- 80E1202E-2697-4264-9CC9-80762C3E5863 | Setup
 Free space          |                       | 00F918BF | 00000010 | 3FB3C61A | ----- Free space
 NVAR GUID store     |                       | 00F918CF | 000000F0 | 45030849 | ----- GUID store
 Free space          |                       | 00F919BF | 00000010 | 3FB3C61A | ---- Free space
 NVAR GUID store     |                       | 00F919CF | 00000010 | 2F82779F | ---- GUID store
 File                | Pad                   | 00F919E0 | 0002A6E8 | 8171077D | --- Startup AP data padding file
 Free space          |                       | 00F919F8 | 0002A608 | 36E5A78A | ---- Free space
 Startup AP data     | X86 128K              | 00FBC000 | 000000C8 | F07BE27C | ---- Startup AP data
 File                | SEC core              | 00FBC0C8 | 00003F38 | 91F9192B | --- 1BA0062E-C779-4582-8566-336AE8F78F09 | Volume Top File
 Section             | Raw                   | 00FBC0E0 | 00000004 | CA4DE08B | ---- Raw section
 Section             | TE image              | 00FBC0E4 | 00003ED4 | 5984F892 | ---- TE image section
 Section             | Raw                   | 00FBFFB8 | 00000004 | CA4DE08B | ---- Raw section
 Section             | Raw                   | 00FBFFBC | 00000044 | AEB8B891 | ---- Raw section
 Volume              | FFSv2                 | 00FC0000 | 00040000 | 62C5E6B5 | -- 289EFB98-9F4C-47F5-9AC4-35A4D847B0A9
 File                | Freeform              | 00FC0078 | 0000004C | 93AB6ECC | --- 1B45CC0A-156A-428A-AF62-49864DA0E6E6 | PEI apriori file
 Section             | Raw                   | 00FC0090 | 00000034 | 766DCAF5 | ---- Raw section
 File                | PEI core              | 00FC00C8 | 00005FBE | 3A066128 | --- 52C05B14-0B98-496C-BC3B-04B50211D680 | PeiCore
 Section             | TE image              | 00FC00E0 | 00005F84 | BEB8F703 | ---- TE image section
 Section             | UI                    | 00FC6064 | 00000014 | 018974F6 | ---- UI section
 Section             | Version               | 00FC6078 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00FC6088 | 0000484E | 6919FAEE | --- 9B3ADA4F-AE56-4C24-8DEA-F03B7558AE50 | PcdPeim
 Section             | Raw                   | 00FC60A0 | 00002FD8 | 5497317D | ---- Raw section
 Section             | PEI dependency        | 00FC9078 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00FC9090 | 00001824 | 6318D247 | ---- TE image section
 Section             | UI                    | 00FCA8B4 | 00000014 | 9618C23A | ---- UI section
 Section             | Version               | 00FCA8C8 | 0000000E | 468A5D8D | ---- Version section
 File                | PEI module            | 00FCA8D8 | 000011A2 | 91E5C7F5 | --- 7EB7126D-C45E-4BD0-9357-7F507C5C9CF9 | RomLayoutPei
 Section             | PEI dependency        | 00FCA8F0 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00FCA908 | 00001144 | E6C3135F | ---- TE image section
 Section             | UI                    | 00FCBA4C | 0000001E | 5EDAF6D5 | ---- UI section
 Section             | Version               | 00FCBA6C | 0000000E | 80E5540A | ---- Version section
 File                | Freeform              | 00FCBA80 | 0000035C | 8B999B1D | --- C91C3C17-FC74-46E5-BDBE-6F486A5A9F3C
 Section             | Freeform subtype GUID | 00FCBA98 | 00000344 | 18266DB4 | ---- 00781CA1-5DE3-405F-ABB8-379C3C076984
 File                | Freeform              | 00FCBDE0 | 0000006C | AF6253B3 | --- 98DB68E0-5AB6-4A48-80C8-EAC6C51180FC
 Section             | Raw                   | 00FCBDF8 | 00000054 | 5F9F7233 | ---- Raw section
 File                | Freeform              | 00FCBE50 | 0000006C | 8802E3D8 | --- CBC91F44-A4BC-4A5B-8696-703451D0B053 | AMI v2 protected ranges hash file
 Section             | Raw                   | 00FCBE68 | 00000054 | 5F9F7233 | ---- Raw section
 File                | PEI module            | 00FCBEC0 | 000007FA | CAB1F158 | --- 28BF2E78-AD2D-4616-ABAD-7644CD7E47C8 | FvBb1Pei
 Section             | PEI dependency        | 00FCBED8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00FCBEF0 | 000007A4 | 540636D3 | ---- TE image section
 Section             | UI                    | 00FCC694 | 00000016 | CE5FFCE2 | ---- UI section
 Section             | Version               | 00FCC6AC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00FCC6C0 | 00003662 | 4A2F230C | --- E9DD7F62-25EC-4F9D-A4AB-AAD20BF59A10 | StatusCodePei
 Section             | PEI dependency        | 00FCC6D8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00FCC6F0 | 00003604 | D434CB22 | ---- TE image section
 Section             | UI                    | 00FCFCF4 | 00000020 | 8D74CA9E | ---- UI section
 Section             | Version               | 00FCFD14 | 0000000E | 80E5540A | ---- Version section
 File                | Raw                   | 00FCFD28 | 00001CB7 | 937DAEB4 | --- 77D3DC50-D42B-4916-AC80-8F469035D150 | NVRAM external defaults
 NVAR entry          | Full                  | 00FCFD40 | 00001C7F | A3EB825E | ---- 4599D26F-1A11-49B8-B91F-858745CFF824 | StdDefaults
 NVAR entry          | Full                  | 00FCFD57 | 00000AFA | 4CC1E7D7 | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | Setup
 NVAR entry          | Full                  | 00FD0851 | 0000001E | 94187FA9 | ----- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | PlatformLang
 NVAR entry          | Full                  | 00FD086F | 00000015 | F0B3B0A4 | ----- 8BE4DF61-93CA-11D2-AA0D-00E098032B8C | Timeout
 NVAR entry          | Full                  | 00FD0884 | 00000069 | C02CEE68 | ----- C811FA38-42C8-4579-A9BB-60E94EDDFB34 | AMITSESetup
 NVAR entry          | Full                  | 00FD08ED | 00000264 | B2A1C1FC | ----- B08F97FF-E6E8-4193-A997-5E9E9B0ADB32 | CpuSetup
 NVAR entry          | Full                  | 00FD0B51 | 00000459 | 0C968FAC | ----- 72C5E28C-7783-43A1-8767-FAD73FCCAFA4 | SaSetup
 NVAR entry          | Full                  | 00FD0FAA | 000006E2 | BA6BED25 | ----- 4570B7F1-ADE8-4943-8DC3-406472842384 | PchSetup
 NVAR entry          | Full                  | 00FD168C | 00000048 | 9A537AC4 | ----- 5432122D-D034-49D2-A6DE-65A829EB4C74 | MeSetup
 NVAR entry          | Full                  | 00FD16D4 | 0000002B | 1301B13F | ----- 5432122D-D034-49D2-A6DE-65A829EB4C74 | MeSetupStorage
 NVAR entry          | Full                  | 00FD16FF | 0000002B | 1B5023E7 | ----- 64192DCA-D034-49D2-A6DE-65A829EB4C74 | IccAdvancedSetupDataVar
 NVAR entry          | Full                  | 00FD172A | 0000001A | 1BC60B4A | ----- AAF8E719-48F8-4099-A6F7-645FBD694C3D | SiSetup
 NVAR entry          | Full                  | 00FD1744 | 0000002C | CB27B574 | ----- DE0A5E74-4E3E-3D96-A440-2C96ECBD3C97 | DebugConfigData
 NVAR entry          | Full                  | 00FD1770 | 00000020 | B2FD1A29 | ----- C61C31A3-CB5D-46DD-9FE5-8A82BBC72483 | AmiWrapperSetup
 NVAR entry          | Full                  | 00FD1790 | 00000019 | 9517F3B2 | ----- 6B0CC1BC-910F-411E-B6CB-0E314D0BB8C1 | SioSetupData
 NVAR entry          | Full                  | 00FD17A9 | 00000047 | 7ACD221A | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | UsbSupport
 NVAR entry          | Full                  | 00FD17F0 | 00000023 | F62056C2 | ----- D1405D16-7AFC-4695-BB12-41459D3695A2 | NetworkStackVar
 NVAR entry          | Full                  | 00FD1813 | 00000072 | CA89B731 | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | SdioDevConfiguration
